Pair,1D Close,1D RSI,1D EMA50,1D EMA200
ZRX/BTC,0.0001391,49.05969146408902,0.0001413084835035049,0.00012210845591042557
2GIVE/BTC,5.2e-07,37.217135675989624,6.777482931565693e-07,9.479705267331264e-07
ACE/USDT,0.0682,25.79408434179813,0.11329684136867488,0.20725324291526614
AAC/USDT,0.0249,38.82676832567177,0.03952402372384137,0.02763234002800651
ADB/BTC,6.8e-07,39.6770820265635,1.0100754750757474e-06,1.118091647380028e-06
ADX/BTC,3.407e-05,28.446104641540686,5.216132422122857e-05,8.934383089730668e-05
ADH/BTC,6.58e-06,37.9708074612521,7.326575185337184e-06,4.008878621437391e-06
ADT/BTC,2.79e-06,46.458385963391216,3.1660823126874315e-06,4.780545052630156e-06
ELF/BTC,6.414e-05,32.46219404848201,8.768984219726036e-05,9.843230256545352e-05
AEON/BTC,0.0001452,19.88807132825411,0.00019013561005941745,0.0002462010915895658
ARN/BTC,4.957e-05,17.924348102660804,8.402745976997539e-05,0.00013233348170691765
AE/BTC,0.0001847,25.146550550900955,0.0002653434466801456,0.00022794165406223217
DLT/BTC,6.82e-06,22.14232750048338,1.2047446043053418e-05,2.4769677958862006e-05
AIDOC/USDT,0.0156,38.01730585548239,0.02160145502044632,0.03439167620579137
AID/BTC,1.135e-05,25.837188761262652,1.3710708056443886e-05,6.691808828013059e-06
AIX/BTC,5.43e-06,26.724861740473926,9.678230958757437e-06,1.710324653468993e-05
AION/BTC,7e-05,28.426042039326077,0.00012989125363925316,0.00022482676919452756
AST/BTC,1.292e-05,35.45882894722084,2.0479460427385175e-05,3.745870337328525e-05
AIR/USDT,0.002763,28.24393909602769,0.004679510214171783,0.01151902996339417
SOC/USDT,0.0151,25.288396132482955,0.04374347748181832,0.048510626126911816
ACAT/BTC,2.1e-07,23.81843526059032,4.006906500422815e-07,2.42076542363059e-07
AMB/BTC,2.227e-05,19.943502829296076,3.574499875163987e-05,4.640243950756007e-05
AVH/BTC,2.2e-07,7.33896709605975,2.218585176032982e-06,3.293669102902669e-06
APH/BTC,1.44e-05,34.570106367412635,1.9547904982477016e-05,1.1935025870133272e-05
APPC/BTC,1.421e-05,25.793097182418972,2.5032025126755352e-05,4.2827264716380335e-05
ANT/BTC,0.0001918,31.366345544722158,0.00024653495984529246,0.00033476871396902707
ABT/USDT,0.1782,19.114195681897616,0.4201235107863094,0.47087618631439543
ARDR/BTC,1.844e-05,39.97728086048577,2.2887976053948886e-05,4.415504972673268e-05
ARK/BTC,0.0001175,27.085079907255516,0.00017789258179515288,0.0003031804046960179
ABY/BTC,4e-07,26.250435628189617,5.541392299187102e-07,9.273210777053412e-07
ATB/USDT,0.033,41.81164235174492,0.047480548577765985,0.025599142853936323
ATL/BTC,5e-06,18.987179419395783,8.63366571431923e-06,2.480695494726087e-05
ATM/BTC,1e-07,45.53056906207102,1.845701122672519e-07,3.0553550331695207e-07
AUC/BTC,9.8e-06,37.72622311974273,1.019417290497042e-05,3.730535584990102e-06
REP/BTC,0.003327,36.10980298193653,0.004057745914892884,0.002194309784206101
AOA/BTC,6.35e-06,59.807142317963994,4.310651171113476e-06,1.6362985925251664e-06
AUR/BTC,2.964e-05,23.256152258395375,4.947132301176465e-05,9.751902525119554e-05
ATS/BTC,3e-07,32.86906314447854,6.89566121312585e-07,1.2099614001633406e-06
AVT/BTC,0.000118,54.837460998808695,0.00011468157854591111,0.00014371215342261714
BAX/BTC,1.1e-07,44.91041070440643,1.1953147028176506e-07,6.066548399089996e-08
BANCA/BTC,7e-08,32.40555281707314,1.2814719105570318e-07,1.2403269323502105e-07
BNT/USDT,1.61,27.727442223051828,2.058581084615226,1.0444824216844768
BNK/BTC,5e-07,42.34895577739557,5.394656591603118e-07,2.7058546110071136e-07
BKX/BTC,1.821e-05,28.16034807133918,2.570988200112928e-05,2.4733559245254505e-05
BAT/BTC,3.364e-05,39.516434878555565,3.936588007594043e-05,3.819307523190075e-05
BITB/BTC,3.7e-07,25.369997861765274,5.238544992360174e-07,8.664331428989367e-07
BETR/BTC,2.15e-06,32.24193364766925,4.590569413543259e-06,4.713445445682803e-06
BEZ/BTC,7.7e-06,30.487989319977753,1.0769372764541441e-05,8.37413508489086e-06
BNB/USDT,11.64,37.53527128951298,13.340683008088451,12.338850470685623
BAY/BTC,3.27e-06,32.33877257224182,4.190955764752107e-06,6.442416595749862e-06
BTC/USDT,6077.3,31.436914293922502,7061.065999340959,8818.127492459187
BCH/USDT,544.0,26.977964968719142,759.918289569765,1128.9576538695574
BCD/USDT,1.35,31.131180948606353,1.900540584897884,3.431595345759109
BTG/BTC,0.003166,33.75439983276703,0.004004314652191737,0.007927659273487717
BCI/USD,1.21,33.04820377680316,2.051327168927646,1.4648232555407468
XBC/BTC,0.002837,39.103174522455184,0.0036036600576949615,0.00538102597500607
BTCP/BTC,0.0006657,28.767339267032582,0.0009552296357265599,0.0005217137038122965
BTCD/BTC,0.0025,13.352522316592863,0.005367495299713964,0.009220318177792775
BTX/BTC,0.00023,48.23243161374458,0.00027013938153628544,0.0008512392320049325
BCY/BTC,1.629e-05,42.310691781239534,2.2024081695511783e-05,3.719826258246538e-05
CSNO/BTC,9e-06,47.29646411580291,9.694429254500972e-06,1.512977366464973e-05
STU/BTC,1e-06,40.7766778004859,1.5074796432353296e-06,3.399700848571414e-06
BTM/BTC,1.583e-05,28.4027148157915,3.0486091602653467e-05,7.236665159482659e-05
BTS/BTC,1.895e-05,28.58328350271458,2.3806610916117074e-05,2.6384864768648498e-05
BSTN/BTC,5e-08,45.165147096093676,4.4144665562532624e-08,1.6013146137223056e-08
TUBE/BTC,7.56e-06,37.38696630579448,9.180021044492605e-06,4.669920504809013e-06
BLK/BTC,1.166e-05,30.49234448283969,1.7729098199563467e-05,2.8472723101290086e-05
BMC/USDT,0.4031,30.93976861400773,0.5233105981023097,0.2569298631019431
ARY/BTC,3.89e-06,29.07105772339839,6.050630675041955e-06,8.489534504996403e-06
BCPT/BTC,1.549e-05,26.95100647427624,2.4038332100762468e-05,4.329760178822968e-05
BMH/BTC,3.9e-07,32.652507882947056,9.513244340551974e-07,6.621483908956338e-07
BLOCK/BTC,0.00092,22.80530862604468,0.0015700043487320693,0.002205700926115923
BPT/BTC,1.6e-05,37.636954441246935,2.138054878636357e-05,2.415532157622697e-05
TIX/BTC,2.393e-05,28.79233679276833,3.2339785760733304e-05,5.355580865045365e-05
VEE/BTC,1.63e-06,27.285153850026735,2.5609042620342065e-06,2.3260032592856923e-06
BLT/BTC,2.093e-05,30.37580088764883,2.7085702836793884e-05,1.3533429499209804e-05
CDT/BTC,1.93e-06,21.497762103489084,3.251035382591681e-06,5.5729396826535784e-06
BLZ/BTC,2.356e-05,27.213792214605853,3.789504156294285e-05,3.7622772673791127e-05
BOS/BTC,8.8e-06,39.180243474527806,1.1641590830634318e-05,1.595158447586998e-05
BNTY/BTC,2e-06,36.17109913681437,3.385515061940998e-06,7.811778416995706e-06
BRD/BTC,5.324e-05,48.17988272465305,5.753097636760512e-05,6.753739510721855e-05
BRK/BTC,1.009e-05,37.65880900955539,1.2423773369996413e-05,2.3230938069917022e-05
BRX/BTC,3.272e-05,28.74147644369248,5.2600625556447264e-05,8.742391940692067e-05
BT2/BTC,0.0008102,34.09495501112046,0.002163333041769381,0.0045655450410179346
BUBO/USDT,0.01147,34.4414250142227,0.018200099947059744,0.014875171024151392
BURST/BTC,1.29e-06,27.18227732406283,1.888919245077757e-06,2.6482816710742838e-06
GBYTE/BTC,0.0105,25.302666065853774,0.01640875202033174,0.028893904043395056
BYC/BTC,3.6e-05,23.378745282857142,4.99091741095105e-05,7.258181290925517e-05
BCN/BTC,2.9e-07,17.661377688893833,4.267556163605326e-07,5.011847899075046e-07
CANN/BTC,2.47e-06,22.876644119096483,3.3225950688761604e-06,5.919045798138722e-06
CAN/BTC,9.36e-06,28.846093685939557,1.339243384729325e-05,2.6688963062777637e-05
CAPP/BTC,1.92e-06,44.88600491774019,2.3570701581529862e-06,2.688549653329025e-06
ADA/USDT,0.1093,33.079110564036604,0.12904697015868924,0.06185850224841229
CXO/BTC,3.75e-06,31.814308280499436,5.23772739290667e-06,5.375913189969264e-06
CTX/BTC,4e-07,42.11647404308127,5.995272638404096e-07,1.7762757525721737e-06
CV/BTC,1.7e-07,40.705997565426635,2.1691046190528685e-07,2.706535870057538e-07
CAS/BTC,2.42e-06,35.76036937821744,3.4890087982254885e-06,4.848618482871273e-06
CBC/BTC,1.323e-05,50.41795879414918,1.310693627721137e-05,6.8872101808471236e-06
CHX/BTC,3.18e-06,52.362485095388536,2.3312342900693194e-06,8.189189037981388e-07
LINK/BTC,4.04e-05,57.26565795805375,3.625111528037066e-05,4.3915956618729356e-05
CAG/BTC,1.591e-05,37.650011135728235,1.8629656436620793e-05,2.4811971998515235e-05
CHAT/BTC,2.8e-06,19.826833037199613,5.260928301588046e-06,7.2468956084007975e-06
TIME/BTC,0.001161,29.64118991835687,0.001446176375236958,0.0007476886861849203
DAY/BTC,0.00013,42.60587962757344,0.00015127655939572055,7.715011923248285e-05
CND/BTC,2.87e-06,29.971443200217017,4.333899896939858e-06,8.00041358159619e-06
COVAL/BTC,4e-07,28.240180726639252,5.167095159491689e-07,9.041473540021693e-07
CVC/BTC,1.987e-05,40.46871287068336,2.264075610920205e-05,1.122160342303454e-05
CLAM/BTC,0.000335,31.53658628544831,0.0003784612548225283,0.0004835339085557016
POLL/BTC,6.8e-05,40.24776006542024,8.082229231358479e-05,0.00011948463737706646
CLOAK/BTC,0.0002939,24.725005353329404,0.0005157278695787376,0.00041876092970431577
CLD/USDT,0.03,50.337820198474624,0.031321683638785715,0.07571769586956666
CFI/BTC,3.93e-06,33.55352437526623,5.3028142112350765e-06,8.939413967309559e-06
COFI/BTC,3.2e-06,51.287836697827515,3.3978411316806614e-06,4.5847314181602186e-06
CL/BTC,2.87e-06,46.73074507323294,3.0751523401470353e-06,1.4214831261575195e-05
CHP/BTC,2.61e-06,37.46800570008698,3.1559202181604717e-06,1.6223007745724602e-06
COIN/BTC,2.55e-05,42.107818640029734,2.5505358150749415e-05,1.0663466703951689e-05
CLN/BTC,3.64e-06,56.56268968884972,2.5310937634795893e-06,8.85713359703763e-07
CBT/BTC,1.8e-06,39.003979679793375,2.8899120460802436e-06,3.1610791177425473e-06
CPY/BTC,6.7e-06,32.6890270885385,1.0823938537114875e-05,1.07759800798048e-05
CTXC/USDT,0.2768,24.600713995850327,0.5481305708987848,0.3828957698953103
COSS/BTC,1e-05,44.12938557857581,1.386465855536337e-05,3.163697682382803e-05
XCP/BTC,0.0006195,19.544612966017088,0.0010253332656341887,0.0018419462876108888
COV/BTC,0.0001228,41.498315052782075,0.00013282903385735217,9.004411219399087e-05
CRB/BTC,5e-06,28.322922451350685,8.58874056550471e-06,1.3628196760815392e-05
CMCT/BTC,3.85e-06,52.95247505025312,2.909994804437049e-06,1.1104943924639701e-06
CRW/BTC,4.528e-05,36.29049605552371,6.798716085946938e-05,0.0001439145970251999
CPT/BTC,3.1e-07,59.63052545864292,2.1800789017760124e-07,7.751548902328813e-08
CRPT/BTC,7.27e-05,48.594084196288996,7.435254817339346e-05,5.045089727388825e-05
C20/BTC,0.0001151,32.90497090897085,0.00013810248516418923,0.0001399424502768183
CNX/BTC,0.0003,45.79882034894487,0.00035897064449782795,0.0004907287249825606
PING/BTC,1.6e-05,43.76051058255858,2.1700718231762302e-05,3.771182463744958e-05
AUTO/BTC,7.6e-07,45.140496477536175,8.530005911005518e-07,7.217859767773708e-07
CURE/BTC,1.705e-05,25.767412900399776,2.436777410606412e-05,3.564076385088166e-05
CVCOIN/BTC,8.167e-05,62.263735958807196,4.991035235188682e-05,1.800600720676221e-05
DADI/BTC,1.464e-05,50.08647172298715,1.5835082357432526e-05,1.032458193837721e-05
DAN/BTC,3.95e-06,35.71731457453309,4.860997937355763e-06,2.8173007134815307e-06
DASH/BTC,0.02693,30.558709566080378,0.03263080770011273,0.046587532049816964
DSH/BTC,2.72e-06,43.28357865180068,3.3405941634192868e-06,3.3557585230366483e-06
DTA/BTC,3.8e-07,22.319012110333222,8.05441978649858e-07,8.662251424862558e-07
DTB/BTC,4.449e-05,41.0732723528207,5.1717639508468736e-05,6.54092400909101e-05
DAT/BTC,1.64e-06,36.71420463783078,2.227721953032179e-06,2.678382883915214e-06
DATX/BTC,6.1e-07,35.673595809717455,7.360829920074635e-07,3.0326940729696584e-07
DRPU/BTC,2e-05,47.31597772021288,2.3532770170093348e-05,3.444377476398216e-05
DEB/BTC,2.78e-06,40.395828829646476,3.4169018417351577e-06,3.191028385016072e-06
DCT/BTC,2.708e-05,23.282155281182177,4.3457588627397164e-05,7.075719731081093e-05
DBET/BTC,1.367e-05,42.99906738159544,1.4699443227838037e-05,7.2342207994849855e-06
MANA/BTC,1.28e-05,40.67546743528359,1.4627969514367254e-05,1.2349650863404462e-05
HST/BTC,3.751e-05,33.380308131801605,5.4025175314994156e-05,9.047087506308106e-05
DCR/BTC,0.006813,31.798600703921565,0.008814961607121858,0.008623960968215728
DBC/BTC,2.38e-06,19.751716595210574,4.633859633776348e-06,7.053890272123933e-06
ONION/BTC,5.379e-05,31.67996219153556,8.982425296223194e-05,0.00021507604284363432
DPY/USDT,0.2139,16.591216160464285,0.6125977372034771,1.0063431586462
DENT/BTC,2.9e-07,43.95109013103853,2.7414455382057856e-07,1.1341185254867732e-07
DCN/BTC,5e-08,53.71112370721293,4.635717424518794e-08,2.474033629209229e-08
DMD/BTC,0.000403,43.69025056258731,0.00046691993632154395,0.0008394394959474592
DGB/BTC,4.11e-06,32.845053745548306,4.857242704469595e-06,4.4017139726341134e-06
XDN/BTC,5.3e-07,17.993222437209113,8.050902855832903e-07,1.2388491831911215e-06
DGD/BTC,0.009018,19.484403283259947,0.013244465354242582,0.020063925159590587
DIM/USDT,0.0019,23.13954953508386,0.003598781628087473,0.01091427459553181
DNT/BTC,4.06e-06,39.90029352758833,5.198079192150244e-06,7.681049001598025e-06
DMT/BTC,2.883e-05,45.08884314300111,3.3693935368535885e-05,2.5115862819588213e-05
DOGE/USDT,0.002332,33.70263579835302,0.0029670841365507586,0.004353365273301269
DRT/USDT,0.03417,45.68078686405887,0.03416699215985015,0.031504854733118315
DOPE/BTC,2.37e-06,39.42170514432045,3.006878423564189e-06,5.534217938745926e-06
DOV/BTC,3.3e-06,25.477911524426606,6.403994798611348e-06,1.264344915539464e-05
DRG/BTC,2.3e-05,37.505746053751174,3.401906045171368e-05,2.1006203146639086e-05
DRGN/BTC,2.862e-05,31.84520664044996,4.207660610221321e-05,8.578724154402821e-05
DBIX/BTC,0.00027,22.2455553486858,0.0004067510510093126,0.0005774370278692529
DYN/BTC,0.0001972,47.05856193119987,0.0001985628286767092,0.00023535651867264486
EFL/BTC,8.32e-06,46.22464396852977,9.855530497053971e-06,1.637540198253476e-05
EBTC/BTC,7.39e-06,52.30876973209614,7.989358306329876e-06,1.5389948068512244e-05
EBST/BTC,1.155e-05,37.93820598398124,1.5039579605034462e-05,2.4671512575473058e-05
EKO/BTC,1.3e-06,27.535991197234345,2.312367567200098e-06,4.3007616397981725e-06
EDG/BTC,4.425e-05,46.041568510340404,4.847650129846255e-05,7.583878077109486e-05
EDO/BTC,0.0001127,45.37545260344334,0.00012960630677055313,0.0001738374703413627
EMC2/BTC,1.4e-05,33.863531858838876,1.77028792003592e-05,3.221182355069641e-05
XEL/BTC,1.448e-05,27.594973627871227,2.025743409624773e-05,2.8869739933413773e-05
ELA/BTC,0.001099,47.426473370855646,0.0008550989211615662,0.0002869161201867426
ELEC/BTC,1.43e-06,16.76625603044695,3.5741379117696804e-06,3.993032554351149e-06
ETN/BTC,1.18e-06,33.314672411627086,1.6105294844030302e-06,1.417893407553705e-06
ELE/BTC,1.8e-06,52.1953719009982,1.8622071211280865e-06,3.690247276035001e-06
ELIX/BTC,1.6e-05,32.48839216404148,2.6006878033742984e-05,3.266237281012913e-05
EMC/BTC,0.000307,25.99178677039805,0.0003753255579956133,0.00037175339460085926
DNA/BTC,8.45e-06,47.03193203194852,9.939676982169295e-06,1.3352093890889697e-05
ENRG/BTC,3.61e-06,37.06716929968293,4.78200478160284e-06,9.244972043704719e-06
ENG/BTC,0.0001128,27.247258191987278,0.0001698094757399279,0.0002209090008249512
ENJ/BTC,6.2e-06,31.52134877685033,8.061475726652071e-06,5.033104927696908e-06
EVN/BTC,1.74e-05,44.74957548479878,1.9485457969369822e-05,2.493671717351926e-05
EOS/USDT,4.9,23.258100533481443,7.844486551916156,9.09207940720946
ERO/BTC,4e-06,53.887104269663766,3.930856364136078e-06,4.668974633926673e-06
ETBS/BTC,0.00014,46.68981184516451,0.00015694352253302452,0.00018351889362608809
ECH/BTC,1e-05,43.922326446598056,1.0856042542221772e-05,3.432177811200311e-05
ETH/USDT,308.65,21.580942100255218,441.1158972438653,605.5521082033595
ETC/USDT,13.15,34.684111760338624,16.172792530964056,20.56421617561263
DICE/BTC,0.000137,50.757150469344325,0.00014657987690613753,0.00017790199965978063
FUEL/BTC,2.22e-06,18.625029498488747,4.27183953194639e-06,8.096211402394813e-06
LEND/BTC,2.39e-06,26.145238034929037,3.6687567972972457e-06,6.498203507534809e-06
BQX/BTC,7.544e-05,22.301418950333336,0.00016053403707114527,0.00027279560307713797
ERC/BTC,2.777e-05,30.329237548912197,3.6072714299071995e-05,5.0387556988767646e-05
EVX/BTC,7.227e-05,32.21058463764144,9.249303851169471e-05,0.00014514188734422782
EGC/BTC,1.025e-05,29.071634479717822,1.4004524461565323e-05,2.3765182203880856e-05
XUC/USDT,3.74,30.27401279762006,4.608761442274133,6.135679636017478
EXN/BTC,1e-06,46.677410732611065,1.2019391033451987e-06,1.3248409555044139e-06
EXCL/BTC,3.857e-05,14.676342850819701,6.20462197368311e-05,0.00010723780120076923
EXP/BTC,8.852e-05,18.859944758248886,0.00012388709234629634,0.0002138865561848728
EXY/BTC,1.963e-05,46.76130411380521,2.0113822566520237e-05,1.4380004846912598e-05
FACE/BTC,1.2e-06,27.542757175824256,1.609114868703539e-06,8.07955496461202e-07
FCT/BTC,0.0008955,29.88531485449199,0.0012864370680385874,0.0022492519813116897
FCN/BTC,1.5e-05,42.9597933280734,1.6964043530228852e-05,1.887820849360605e-05
FTC/BTC,8.28e-06,30.874455376622134,1.1770588714822416e-05,1.940129385601904e-05
FTX/BTC,2.65e-06,15.863213196809408,4.354802512013676e-06,2.8562504613925297e-06
1ST/BTC,1.454e-05,22.424281220890062,2.047830901411469e-05,2.962245692144858e-05
FLP/BTC,7e-06,47.025316821659885,7.283132236086541e-06,5.744397545127455e-06
FLIXX/BTC,5.25e-06,32.18654171090467,7.859444927994469e-06,1.1389526905899424e-05
FLO/BTC,5.93e-06,58.26162578253445,6.044309881451245e-06,9.51274744932512e-06
FYP/BTC,1.4e-05,55.66932044538244,1.3172691219267894e-05,2.1608828228752956e-05
FLDC/BTC,5.3e-07,32.766652336549114,9.278543457818233e-07,1.8718191754007857e-06
FOTA/BTC,3.73e-06,38.276329375756866,4.316360456916317e-06,4.562018749883919e-06
FREC/BTC,6.5e-07,33.45083297510564,7.614556054775045e-07,3.019469719920713e-07
FDZ/BTC,1.3e-06,45.99161793272772,1.2896166359205141e-06,6.28056425776439e-07
NTO/BTC,1e-07,45.781482445382224,1.901249765514855e-07,4.743151131405867e-07
FUN/BTC,2.73e-06,31.044628955402377,3.4862949087620926e-06,4.696315049066569e-06
FXT/BTC,6.35e-06,57.602172464184974,5.071735892033003e-06,2.4849567767650154e-06
GAM/BTC,0.00064,44.11784855513678,0.0007043017092652622,0.000993499220671382
GTC/USDT,0.0728,38.322827018388864,0.09285192188359279,0.07664783195761013
GAME/BTC,3.418e-05,30.223443324073894,6.655872404495071e-05,0.00015518560736339323
GAS/USDT,4.83,18.63163047220525,10.458476524697678,22.164073636428032
GAT/BTC,5.9e-07,49.746228269718905,6.376996573682646e-07,6.367952585732299e-07
GNX/USDT,0.0683,22.40762003166484,0.13677823592714153,0.24993753233425953
GVT/BTC,0.0008579,33.40958576502577,0.0011718860734045375,0.0016561792597565611
GEO/BTC,9.545e-05,45.06253054416349,0.00011571323589631025,0.00020639649376021882
GTO/USDT,0.0857,27.003835128820835,0.147364825970201,0.17465050998300297
GLA/BTC,1.904e-05,39.78632081054382,2.3944967738477606e-05,1.2429930597231369e-05
GSC/BTC,2.33e-06,23.280454211015993,5.779818577626677e-06,4.36024720789195e-06
GNO/BTC,0.0053,29.56921808828238,0.006873112902584143,0.010423964916687073
GBX/BTC,0.0002069,35.00907197636636,0.0002933965889821701,0.00015978124467512514
GO/BTC,4.15e-06,31.85204448199145,6.146135846811088e-06,2.9081112978008777e-06
GLD/BTC,8.67e-06,46.789734122818054,1.053983798419297e-05,1.5107201247193438e-05
GNT/USDT,0.1627,21.27945077836796,0.28803419320663015,0.3451581545791089
GOLOS/BTC,5.86e-06,40.80408929634728,6.601758138290425e-06,1.0634439419013658e-05
GBG/BTC,5.67e-06,35.192146770485564,6.604661011084781e-06,9.194466667700787e-06
GRMD/BTC,4.3e-06,50.61873545157886,8.204125394555079e-06,1.7515160327901157e-05
GRC/BTC,3.45e-06,36.01947836321037,3.976147252817384e-06,5.328781882616402e-06
GRS/BTC,7.379e-05,41.74699450476117,8.69229747088395e-05,6.146350022077973e-05
NLG/BTC,7.05e-06,39.05624722046427,8.563557102454482e-06,1.181496042295069e-05
GXS/BTC,0.0002574,21.21785110303037,0.00036309525901930873,0.00038919285435024404
HKN/BTC,8.2e-05,25.946224182654188,0.00015456708414555515,0.00017360828076180354
HAC/BTC,6e-07,40.77177302298616,9.621762086878542e-07,2.4748110252615215e-06
HPC/BTC,6e-06,60.366162646631,5.007397747478881e-06,6.429206133769421e-06
HAV/BTC,2.342e-05,32.905786785732644,3.639077432959515e-05,2.725255266700337e-05
HBZ/BTC,8.3e-07,40.02666916686274,9.610278569158322e-07,5.068226142462587e-07
THC/BTC,6.28e-06,33.36776869472051,8.405805271377739e-06,1.276595938856219e-05
HERO/BTC,1.32e-05,51.06026147124814,1.0524670777066561e-05,4.128401113243685e-06
PLAY/BTC,1.73e-06,37.391741664464654,2.4034075462420547e-06,2.4608739170021148e-06
HMC/BTC,2.45e-06,37.16478584503965,2.8193452763726583e-06,2.186032887986451e-06
HIRE/BTC,3.75e-06,59.268451847517554,3.193798995447328e-06,1.612988915827051e-06
HVN/BTC,5.53e-06,43.00338658694912,6.179453463421002e-06,8.007150932120292e-06
HQX/BTC,1.66e-06,37.11517751817603,2.065573232588151e-06,1.0851062906564551e-06
HSR/BTC,0.0005439,30.88822488067169,0.0007305571060018383,0.0009551864408166331
HTML/BTC,2e-08,46.95565566831316,1.720360934706131e-08,6.1521017352212905e-09
HMQ/BTC,9e-06,42.13234499085199,1.0723041618966075e-05,1.7139760390820336e-05
HUC/BTC,8.03e-06,40.18351314369079,9.287264713990056e-06,1.4385519895903667e-05
HOT/USDT,0.0153,24.119052298766636,0.023804392634001265,0.012611269004998357
IOC/BTC,4.147e-05,26.444966673392205,6.584971177615998e-05,0.00014495283316733702
ICX/USDT,0.6438,24.275679288089762,1.080081609174789,0.5613220139140177
ICN/BTC,9.461e-05,65.43131495763154,8.9078845743321e-05,0.00012979778121605297
ICOS/BTC,0.0008,38.6558969530564,0.001218084489401246,0.002180919897872627
RLC/BTC,5.59e-05,24.439614580489103,9.515112750908728e-05,0.0001003717509971645
IGNIS/BTC,9.07e-06,54.79265148198398,9.082849082212745e-06,9.407831148579386e-06
IHT/BTC,3.38e-06,21.005905231576538,8.02747157233027e-06,7.62801959881953e-06
REX/BTC,3.799e-05,57.42514090554344,1.9189946044202523e-05,6.388058070951174e-06
INCNT/BTC,2.727e-05,35.07512815650304,3.212937169056466e-05,3.483146701706165e-05
IDH/BTC,1.69e-06,46.83258880841921,2.122742227599179e-06,4.514429911702643e-06
INDI/BTC,1.4e-06,38.62553922794518,1.866912051259842e-06,2.1671580465891837e-06
INK/USDT,0.02727,29.045144368787888,0.042092708247627675,0.021893921247235902
INS/BTC,4.423e-05,28.17040513969537,7.547110232588177e-05,9.841496743788242e-05
INSUR/BTC,1.3e-07,37.55874546221422,1.8226319548870478e-07,1.1132129538740872e-07
INT/BTC,7e-06,27.099680013638626,1.2471876946619357e-05,1.8235356780506713e-05
IOP/BTC,6.239e-05,23.09364002240198,0.00010506896446759885,0.00023064971456660034
IFT/BTC,1.7e-06,48.474362945610366,1.419743088224457e-06,5.268647254258754e-07
ION/BTC,0.0001424,62.138417363659414,0.00013689014021509672,0.00021301992498375084
IOST/BTC,2.46e-06,34.702405701571074,3.3636196771692478e-06,3.283893173823907e-06
ITC/BTC,3.293e-05,19.929436399975582,6.425855213705204e-05,0.00011719089109443195
IOTX/BTC,1.83e-06,25.707863891720855,2.935844370722025e-06,1.597331473997799e-06
ING/BTC,3.27e-06,29.916533062469146,5.499776393861016e-06,6.962975818208388e-06
IVY/BTC,3.98e-06,41.59912058179556,4.6522617237643105e-06,2.295585705742111e-06
IXT/BTC,1.6e-05,23.30772731277474,3.9882489350344895e-05,5.9676785002218064e-05
J8T/BTC,1.2e-06,43.97269184955822,1.3379864160308506e-06,1.0249058210339368e-06
JNT/BTC,1.521e-05,27.953737300197506,2.3469311323586358e-05,2.2393921687294995e-05
KBC/BTC,1.1e-06,54.903455704682244,7.891442109345193e-07,2.943356112620958e-07
KCASH/USDT,0.0465,22.487533398454442,0.07729557318376698,0.10066212667026136
